"run_id","algorithm","instance","seed","iter","k","current_cost","best_cost","delta","accepted","shake_applied","shake_tries","shake_invalid","vnd_rounds","vnd_improvements","neighbors_evaluated","ivns_string","ivns_string_length","ivns_complexity_score","ivns_generation_tries","ivns_strings_generated_iter","ivns_strings_valid_iter","ivns_strings_invalid_iter","ivns_strings_evaluated_iter","ivns_strings_selected_iter","ivns_strings_accepted_iter","ivns_unique_strings_iter","ivns_filter_reject_reason","elapsed_time_seconds","status","error"
"ivns_A-n65-k9_5","ivns","A-n65-k9",5,1,1,3921,3921,-157,"true","false",,,,,1,"rfg",3,9,2,2,1,1,1,1,1,1,"Cadena desbalanceada por frecuencia de símbolos.",0.043002,"ok",""
"ivns_A-n65-k9_5","ivns","A-n65-k9",5,2,1,3921,3921,0,"false","false",,,,,0,"rffe",4,14,1,1,1,0,0,1,0,2,"",0.104005,"timeout","Tiempo límite agotado aplicando criterio IVNS: 0.05 segundos."
"ivns_A-n65-k9_5","ivns","A-n65-k9",5,3,1,3921,3921,0,"false","false",,,,,0,"rfrfrfrge",9,29,1,1,1,0,0,1,0,3,"",0.187009,"timeout","Tiempo límite agotado aplicando criterio IVNS: 0.05 segundos."
"ivns_A-n65-k9_5","ivns","A-n65-k9",5,4,1,3921,3921,0,"false","false",,,,,0,"rafrafrgbrgb",12,32,5,5,1,4,0,1,0,4,"duplicated-string",0.318014,"timeout","Tiempo límite agotado aplicando criterio IVNS: 0.05 segundos."
"ivns_A-n65-k9_5","ivns","A-n65-k9",5,5,1,3921,3921,0,"false","false",,,,,0,"rffrfrarbeg",11,33,1,1,1,0,0,1,0,5,"",0.438020,"timeout","Tiempo límite agotado aplicando criterio IVNS: 0.05 segundos."
"ivns_A-n65-k9_5","ivns","A-n65-k9",5,6,1,3921,3921,0,"false","false",,,,,0,"rffrffee",8,28,2,2,1,1,0,1,0,6,"Cadena desbalanceada por frecuencia de símbolos.",0.526024,"timeout","Tiempo límite agotado aplicando criterio IVNS: 0.05 segundos."
"ivns_A-n65-k9_5","ivns","A-n65-k9",5,7,1,3921,3921,0,"false","false",,,,,0,"rfrfrfeg",8,26,1,1,1,0,0,1,0,7,"",0.603028,"timeout","Tiempo límite agotado aplicando criterio IVNS: 0.05 segundos."
"ivns_A-n65-k9_5","ivns","A-n65-k9",5,8,1,3921,3921,0,"false","false",,,,,0,"rfrfrfrfee",10,34,1,1,1,0,0,1,0,8,"",0.688032,"timeout","Tiempo límite agotado aplicando criterio IVNS: 0.05 segundos."
"ivns_A-n65-k9_5","ivns","A-n65-k9",5,9,1,3921,3921,0,"false","false",,,,,0,"rfrfffee",8,28,2,2,1,1,0,1,0,9,"duplicated-string",0.787038,"timeout","Tiempo límite agotado aplicando criterio IVNS: 0.05 segundos."
"ivns_A-n65-k9_5","ivns","A-n65-k9",5,10,1,3921,3921,0,"false","false",,,,,0,"raarffec",8,25,2,2,1,1,0,1,0,10,"duplicated-string",0.870042,"timeout","Tiempo límite agotado aplicando criterio IVNS: 0.05 segundos."
"ivns_A-n65-k9_6","ivns","A-n65-k9",6,1,1,3703,3703,0,"false","false",,,,,0,"rffe",4,14,1,1,1,0,0,1,0,1,"",0.062003,"timeout","Tiempo límite agotado aplicando criterio IVNS: 0.05 segundos."
"ivns_A-n65-k9_6","ivns","A-n65-k9",6,2,1,3703,3703,0,"false","false",,,,,0,"rffffrgrge",10,32,3,3,1,2,0,1,0,2,"Complejidad excesiva: 37 > 36.",0.159008,"timeout","Tiempo límite agotado aplicando criterio IVNS: 0.05 segundos."
"ivns_A-n65-k9_6","ivns","A-n65-k9",6,3,1,3703,3703,0,"false","false",,,,,0,"rfrfaaffece",11,36,1,1,1,0,0,1,0,3,"",0.287014,"timeout","Tiempo límite agotado aplicando criterio IVNS: 0.05 segundos."
"ivns_A-n65-k9_6","ivns","A-n65-k9",6,4,1,3703,3703,0,"false","false",,,,,0,"rafferb",7,21,7,7,1,6,0,1,0,4,"Complejidad excesiva: 37 > 36.",0.365018,"timeout","Tiempo límite agotado aplicando criterio IVNS: 0.05 segundos."
"ivns_A-n65-k9_6","ivns","A-n65-k9",6,5,1,3703,3703,0,"false","false",,,,,0,"rfrfrfrfee",10,34,1,1,1,0,0,1,0,5,"",0.450021,"timeout","Tiempo límite agotado aplicando criterio IVNS: 0.05 segundos."
"ivns_A-n65-k9_6","ivns","A-n65-k9",6,6,1,3703,3703,0,"false","false",,,,,0,"rfffrfergrg",11,35,4,4,1,3,0,1,0,6,"duplicated-string",0.557026,"timeout","Tiempo límite agotado aplicando criterio IVNS: 0.05 segundos."
"ivns_A-n65-k9_6","ivns","A-n65-k9",6,7,1,3703,3703,0,"false","false",,,,,0,"rfrfe",5,17,1,1,1,0,0,1,0,7,"",0.619029,"timeout","Tiempo límite agotado aplicando criterio IVNS: 0.05 segundos."
"ivns_A-n65-k9_6","ivns","A-n65-k9",6,8,1,3703,3703,0,"false","false",,,,,0,"raafrffergc",11,34,1,1,1,0,0,1,0,8,"",0.736034,"timeout","Tiempo límite agotado aplicando criterio IVNS: 0.05 segundos."
"ivns_A-n65-k9_6","ivns","A-n65-k9",6,9,1,3703,3703,0,"false","false",,,,,0,"rfrfffee",8,28,3,3,1,2,0,1,0,9,"Complejidad excesiva: 46 > 36.",0.817038,"timeout","Tiempo límite agotado aplicando criterio IVNS: 0.05 segundos."
"ivns_A-n65-k9_6","ivns","A-n65-k9",6,10,1,3703,3703,0,"false","false",,,,,0,"rfraarfrgcg",11,32,3,3,1,2,0,1,0,10,"duplicated-string",0.925045,"timeout","Tiempo límite agotado aplicando criterio IVNS: 0.05 segundos."
"ivns_A-n65-k9_7","ivns","A-n65-k9",7,1,1,3726,3726,0,"false","false",,,,,0,"raaffrgrgc",10,29,1,1,1,0,0,1,0,1,"",0.101004,"timeout","Tiempo límite agotado aplicando criterio IVNS: 0.05 segundos."
"ivns_A-n65-k9_7","ivns","A-n65-k9",7,2,1,3585,3585,-141,"true","false",,,,,1,"rfg",3,9,3,3,1,2,1,1,1,2,"Complejidad excesiva: 37 > 36.",0.144007,"ok",""
"ivns_A-n65-k9_7","ivns","A-n65-k9",7,3,1,3585,3585,0,"false","false",,,,,0,"rfrfe",5,17,1,1,1,0,0,1,0,3,"",0.206010,"timeout","Tiempo límite agotado aplicando criterio IVNS: 0.05 segundos."
"ivns_A-n65-k9_7","ivns","A-n65-k9",7,4,1,3585,3585,0,"false","false",,,,,0,"rfrfrfrge",9,29,1,1,1,0,0,1,0,4,"",0.284013,"timeout","Tiempo límite agotado aplicando criterio IVNS: 0.05 segundos."
"ivns_A-n65-k9_7","ivns","A-n65-k9",7,5,1,3585,3585,0,"false","false",,,,,0,"rffe",4,14,1,1,1,0,0,1,0,5,"",0.345016,"timeout","Tiempo límite agotado aplicando criterio IVNS: 0.05 segundos."
"ivns_A-n65-k9_7","ivns","A-n65-k9",7,6,1,3585,3585,0,"false","false",,,,,0,"rffffergg",9,29,1,1,1,0,0,1,0,6,"",0.442021,"timeout","Tiempo límite agotado aplicando criterio IVNS: 0.05 segundos."
"ivns_A-n65-k9_7","ivns","A-n65-k9",7,7,1,3585,3585,0,"false","false",,,,,0,"rfrffrfee",9,31,1,1,1,0,0,1,0,7,"",0.531024,"timeout","Tiempo límite agotado aplicando criterio IVNS: 0.05 segundos."
"ivns_A-n65-k9_7","ivns","A-n65-k9",7,8,1,3585,3585,0,"false","false",,,,,0,"raraffec",8,25,3,3,1,2,0,1,0,8,"Cadena desbalanceada por frecuencia de símbolos.",0.619028,"timeout","Tiempo límite agotado aplicando criterio IVNS: 0.05 segundos."
"ivns_A-n65-k9_7","ivns","A-n65-k9",7,9,1,3585,3585,0,"false","false",,,,,0,"rffferg",7,23,1,1,1,0,0,1,0,9,"",0.697032,"timeout","Tiempo límite agotado aplicando criterio IVNS: 0.05 segundos."
"ivns_A-n65-k9_7","ivns","A-n65-k9",7,10,1,3449,3449,-136,"true","false",,,,,1,"rfg",3,9,1,1,1,0,1,1,1,9,"",0.744035,"ok",""
"ivns_A-n65-k9_8","ivns","A-n65-k9",8,1,1,3452,3452,-194,"true","false",,,,,1,"rarac",5,14,1,1,1,0,1,1,1,1,"",0.057002,"ok",""
"ivns_A-n65-k9_8","ivns","A-n65-k9",8,2,1,3265,3265,-187,"true","false",,,,,1,"rfg",3,9,1,1,1,0,1,1,1,2,"",0.091004,"ok",""
"ivns_A-n65-k9_8","ivns","A-n65-k9",8,3,1,3137,3137,-128,"true","false",,,,,1,"rfg",3,9,1,1,1,0,1,1,1,2,"",0.120005,"ok",""
"ivns_A-n65-k9_8","ivns","A-n65-k9",8,4,1,3022,3022,-115,"true","false",,,,,1,"rfg",3,9,2,2,1,1,1,1,1,2,"Cadena desbalanceada por frecuencia de símbolos.",0.151007,"ok",""
"ivns_A-n65-k9_8","ivns","A-n65-k9",8,5,1,3022,3022,0,"false","false",,,,,0,"rfrffrge",8,26,2,2,1,1,0,1,0,3,"Complejidad excesiva: 45 > 36.",0.227011,"timeout","Tiempo límite agotado aplicando criterio IVNS: 0.05 segundos."
"ivns_A-n65-k9_8","ivns","A-n65-k9",8,6,1,3022,3022,0,"false","false",,,,,0,"rffaarfrgce",11,34,2,2,1,1,0,1,0,4,"Cadena desbalanceada por frecuencia de símbolos.",0.340017,"timeout","Tiempo límite agotado aplicando criterio IVNS: 0.05 segundos."
"ivns_A-n65-k9_8","ivns","A-n65-k9",8,7,1,3022,3022,0,"false","false",,,,,0,"rfrfe",5,17,1,1,1,0,0,1,0,5,"",0.402020,"timeout","Tiempo límite agotado aplicando criterio IVNS: 0.05 segundos."
"ivns_A-n65-k9_8","ivns","A-n65-k9",8,8,1,3022,3022,0,"false","false",,,,,0,"rffe",4,14,1,1,1,0,0,1,0,6,"",0.467023,"timeout","Tiempo límite agotado aplicando criterio IVNS: 0.05 segundos."
"ivns_A-n65-k9_8","ivns","A-n65-k9",8,9,1,3022,3022,0,"false","false",,,,,0,"rffrffee",8,28,2,2,1,1,0,1,0,7,"Complejidad excesiva: 47 > 36.",0.548027,"timeout","Tiempo límite agotado aplicando criterio IVNS: 0.05 segundos."
"ivns_A-n65-k9_8","ivns","A-n65-k9",8,10,1,3022,3022,0,"false","false",,,,,0,"rffrferg",8,26,1,1,1,0,0,1,0,8,"",0.623031,"timeout","Tiempo límite agotado aplicando criterio IVNS: 0.05 segundos."
"ivns_A-n65-k9_9","ivns","A-n65-k9",9,1,1,3616,3616,0,"false","false",,,,,0,"rfrfe",5,17,1,1,1,0,0,1,0,1,"",0.063003,"timeout","Tiempo límite agotado aplicando criterio IVNS: 0.05 segundos."
"ivns_A-n65-k9_9","ivns","A-n65-k9",9,2,1,3616,3616,0,"false","false",,,,,0,"raafrffergc",11,34,2,2,1,1,0,1,0,2,"Cadena desbalanceada por frecuencia de símbolos.",0.170007,"timeout","Tiempo límite agotado aplicando criterio IVNS: 0.05 segundos."
"ivns_A-n65-k9_9","ivns","A-n65-k9",9,3,1,3616,3616,0,"false","false",,,,,0,"rarfrgrb",8,22,1,1,1,0,0,1,0,3,"",0.248011,"timeout","Tiempo límite agotado aplicando criterio IVNS: 0.05 segundos."
"ivns_A-n65-k9_9","ivns","A-n65-k9",9,4,1,3616,3616,0,"false","false",,,,,0,"rarfffergrb",11,33,1,1,1,0,0,1,0,4,"",0.363016,"timeout","Tiempo límite agotado aplicando criterio IVNS: 0.05 segundos."
"ivns_A-n65-k9_9","ivns","A-n65-k9",9,5,1,3433,3433,-183,"true","false",,,,,1,"raac",4,11,1,1,1,0,1,1,1,5,"",0.378017,"ok",""
"ivns_A-n65-k9_9","ivns","A-n65-k9",9,6,1,3433,3433,0,"false","false",,,,,0,"rffrfrge",8,26,1,1,1,0,0,1,0,6,"",0.454021,"timeout","Tiempo límite agotado aplicando criterio IVNS: 0.05 segundos."
"ivns_A-n65-k9_9","ivns","A-n65-k9",9,7,1,3433,3433,0,"false","false",,,,,0,"rffe",4,14,1,1,1,0,0,1,0,7,"",0.519024,"timeout","Tiempo límite agotado aplicando criterio IVNS: 0.05 segundos."
"ivns_A-n65-k9_9","ivns","A-n65-k9",9,8,1,3433,3433,0,"false","false",,,,,0,"rfrfe",5,17,1,1,1,0,0,1,0,7,"",0.581028,"timeout","Tiempo límite agotado aplicando criterio IVNS: 0.05 segundos."
"ivns_A-n65-k9_9","ivns","A-n65-k9",9,9,1,3433,3433,0,"false","false",,,,,0,"rfffrfee",8,28,1,1,1,0,0,1,0,8,"",0.665032,"timeout","Tiempo límite agotado aplicando criterio IVNS: 0.05 segundos."
"ivns_A-n65-k9_9","ivns","A-n65-k9",9,10,1,3433,3433,0,"false","false",,,,,0,"raaarbc",7,18,2,2,1,1,0,1,0,9,"Complejidad excesiva: 37 > 36.",0.732035,"timeout","Tiempo límite agotado aplicando criterio IVNS: 0.05 segundos."
"ivns_A-n65-k9_10","ivns","A-n65-k9",10,1,1,3651,3651,-174,"true","false",,,,,1,"rab",3,7,1,1,1,0,1,1,1,1,"",0.012001,"ok",""
"ivns_A-n65-k9_10","ivns","A-n65-k9",10,2,1,3651,3651,0,"false","false",,,,,0,"rfrfe",5,17,1,1,1,0,0,1,0,2,"",0.074004,"timeout","Tiempo límite agotado aplicando criterio IVNS: 0.05 segundos."
"ivns_A-n65-k9_10","ivns","A-n65-k9",10,3,1,3651,3651,0,"false","false",,,,,0,"rfrg",4,12,2,2,1,1,0,1,0,3,"duplicated-string",0.139007,"timeout","Tiempo límite agotado aplicando criterio IVNS: 0.05 segundos."
"ivns_A-n65-k9_10","ivns","A-n65-k9",10,4,1,3651,3651,0,"false","false",,,,,0,"rfrfrferg",9,29,2,2,1,1,0,1,0,4,"Complejidad excesiva: 37 > 36.",0.216011,"timeout","Tiempo límite agotado aplicando criterio IVNS: 0.05 segundos."
"ivns_A-n65-k9_10","ivns","A-n65-k9",10,5,1,3651,3651,0,"false","false",,,,,0,"rffafrfebe",10,32,2,2,1,1,0,1,0,5,"Complejidad excesiva: 45 > 36.",0.353016,"timeout","Tiempo límite agotado aplicando criterio IVNS: 0.05 segundos."
"ivns_A-n65-k9_10","ivns","A-n65-k9",10,6,1,3651,3651,0,"false","false",,,,,0,"rffffferge",10,34,1,1,1,0,0,1,0,6,"",0.465022,"timeout","Tiempo límite agotado aplicando criterio IVNS: 0.05 segundos."
"ivns_A-n65-k9_10","ivns","A-n65-k9",10,7,1,3651,3651,0,"false","false",,,,,0,"rffrfrfee",9,31,3,3,1,2,0,1,0,7,"duplicated-string",0.548026,"timeout","Tiempo límite agotado aplicando criterio IVNS: 0.05 segundos."
"ivns_A-n65-k9_10","ivns","A-n65-k9",10,8,1,3651,3651,0,"false","false",,,,,0,"rfraacg",7,20,2,2,1,1,0,1,0,8,"Complejidad excesiva: 48 > 36.",0.627029,"timeout","Tiempo límite agotado aplicando criterio IVNS: 0.05 segundos."
"ivns_A-n65-k9_10","ivns","A-n65-k9",10,9,1,3651,3651,0,"false","false",,,,,0,"rffe",4,14,4,4,1,3,0,1,0,9,"duplicated-string",0.689032,"timeout","Tiempo límite agotado aplicando criterio IVNS: 0.05 segundos."
"ivns_A-n65-k9_10","ivns","A-n65-k9",10,10,1,3651,3651,0,"false","false",,,,,0,"rffffrgrge",10,32,1,1,1,0,0,1,0,10,"",0.786037,"timeout","Tiempo límite agotado aplicando criterio IVNS: 0.05 segundos."
"ivns_A-n65-k9_11","ivns","A-n65-k9",11,1,1,3957,3957,0,"false","false",,,,,0,"rfrfe",5,17,1,1,1,0,0,1,0,1,"",0.063004,"timeout","Tiempo límite agotado aplicando criterio IVNS: 0.05 segundos."
"ivns_A-n65-k9_11","ivns","A-n65-k9",11,2,1,3957,3957,0,"false","false",,,,,0,"rfffrge",7,23,1,1,1,0,0,1,0,2,"",0.138008,"timeout","Tiempo límite agotado aplicando criterio IVNS: 0.05 segundos."
"ivns_A-n65-k9_11","ivns","A-n65-k9",11,3,1,3957,3957,0,"false","false",,,,,0,"rfrfrfrge",9,29,1,1,1,0,0,1,0,3,"",0.232012,"timeout","Tiempo límite agotado aplicando criterio IVNS: 0.05 segundos."
"ivns_A-n65-k9_11","ivns","A-n65-k9",11,4,1,3957,3957,0,"false","false",,,,,0,"rfrfrffee",9,31,1,1,1,0,0,1,0,4,"",0.320017,"timeout","Tiempo límite agotado aplicando criterio IVNS: 0.05 segundos."
"ivns_A-n65-k9_11","ivns","A-n65-k9",11,5,1,3957,3957,0,"false","false",,,,,0,"rarffaaacberb",13,36,1,1,1,0,0,1,0,5,"",0.473024,"timeout","Tiempo límite agotado aplicando criterio IVNS: 0.05 segundos."
"ivns_A-n65-k9_11","ivns","A-n65-k9",11,6,1,3957,3957,0,"false","false",,,,,0,"rffe",4,14,2,2,1,1,0,1,0,6,"Cadena desbalanceada por frecuencia de símbolos.",0.536027,"timeout","Tiempo límite agotado aplicando criterio IVNS: 0.05 segundos."
"ivns_A-n65-k9_11","ivns","A-n65-k9",11,7,1,3957,3957,0,"false","false",,,,,0,"rffarace",8,25,1,1,1,0,0,1,0,7,"",0.619030,"timeout","Tiempo límite agotado aplicando criterio IVNS: 0.05 segundos."
"ivns_A-n65-k9_11","ivns","A-n65-k9",11,8,1,3760,3760,-197,"true","false",,,,,1,"rfg",3,9,2,2,1,1,1,1,1,8,"duplicated-string",0.653032,"ok",""
"ivns_A-n65-k9_11","ivns","A-n65-k9",11,9,1,3760,3760,0,"false","false",,,,,0,"rfffrfrgrge",11,35,1,1,1,0,0,1,0,9,"",0.754037,"timeout","Tiempo límite agotado aplicando criterio IVNS: 0.05 segundos."
"ivns_A-n65-k9_11","ivns","A-n65-k9",11,10,1,3760,3760,0,"false","false",,,,,0,"rfrg",4,12,2,2,1,1,0,1,0,10,"Complejidad excesiva: 48 > 36.",0.813039,"timeout","Tiempo límite agotado aplicando criterio IVNS: 0.05 segundos."
"ivns_A-n65-k9_12","ivns","A-n65-k9",12,1,1,3951,3951,0,"false","false",,,,,0,"rfrfe",5,17,1,1,1,0,0,1,0,1,"",0.067004,"timeout","Tiempo límite agotado aplicando criterio IVNS: 0.05 segundos."
"ivns_A-n65-k9_12","ivns","A-n65-k9",12,2,1,3951,3951,0,"false","false",,,,,0,"rfrg",4,12,1,1,1,0,0,1,0,2,"",0.126006,"timeout","Tiempo límite agotado aplicando criterio IVNS: 0.05 segundos."
"ivns_A-n65-k9_12","ivns","A-n65-k9",12,3,1,3951,3951,0,"false","false",,,,,0,"rffrgg",6,18,1,1,1,0,0,1,0,3,"",0.196010,"timeout","Tiempo límite agotado aplicando criterio IVNS: 0.05 segundos."
"ivns_A-n65-k9_12","ivns","A-n65-k9",12,4,1,3951,3951,0,"false","false",,,,,0,"rfrffrge",8,26,2,2,1,1,0,1,0,4,"duplicated-string",0.272015,"timeout","Tiempo límite agotado aplicando criterio IVNS: 0.05 segundos."
"ivns_A-n65-k9_12","ivns","A-n65-k9",12,5,1,3951,3951,0,"false","false",,,,,0,"raffffeerb",10,32,1,1,1,0,0,1,0,5,"",0.409021,"timeout","Tiempo límite agotado aplicando criterio IVNS: 0.05 segundos."
"ivns_A-n65-k9_12","ivns","A-n65-k9",12,6,1,3951,3951,0,"false","false",,,,,0,"rffrfarbeg",10,30,3,3,1,2,0,1,0,6,"Complejidad excesiva: 40 > 36.",0.533027,"timeout","Tiempo límite agotado aplicando criterio IVNS: 0.05 segundos."
"ivns_A-n65-k9_12","ivns","A-n65-k9",12,7,1,3951,3951,0,"false","false",,,,,0,"rffrfrgrgg",10,30,1,1,1,0,0,1,0,7,"",0.629032,"timeout","Tiempo límite agotado aplicando criterio IVNS: 0.05 segundos."
"ivns_A-n65-k9_12","ivns","A-n65-k9",12,8,1,3823,3823,-128,"true","false",,,,,1,"rarb",4,10,1,1,1,0,1,1,1,8,"",0.673034,"ok",""
"ivns_A-n65-k9_12","ivns","A-n65-k9",12,9,1,3823,3823,0,"false","false",,,,,0,"rffffee",7,25,2,2,1,1,0,1,0,9,"Complejidad excesiva: 56 > 36.",0.751038,"timeout","Tiempo límite agotado aplicando criterio IVNS: 0.05 segundos."
"ivns_A-n65-k9_12","ivns","A-n65-k9",12,10,1,3823,3823,0,"false","false",,,,,0,"rffrfrfee",9,31,2,2,1,1,0,1,0,10,"Complejidad excesiva: 56 > 36.",0.834041,"timeout","Tiempo límite agotado aplicando criterio IVNS: 0.05 segundos."
"ivns_A-n65-k9_13","ivns","A-n65-k9",13,1,1,3924,3924,0,"false","false",,,,,0,"rffrffee",8,28,1,1,1,0,0,1,0,1,"",0.085004,"timeout","Tiempo límite agotado aplicando criterio IVNS: 0.05 segundos."
"ivns_A-n65-k9_13","ivns","A-n65-k9",13,2,1,3924,3924,0,"false","false",,,,,0,"rffe",4,14,1,1,1,0,0,1,0,2,"",0.147007,"timeout","Tiempo límite agotado aplicando criterio IVNS: 0.05 segundos."
"ivns_A-n65-k9_13","ivns","A-n65-k9",13,3,1,3924,3924,0,"false","false",,,,,0,"rffffee",7,25,1,1,1,0,0,1,0,3,"",0.240011,"timeout","Tiempo límite agotado aplicando criterio IVNS: 0.05 segundos."
"ivns_A-n65-k9_13","ivns","A-n65-k9",13,4,1,3924,3924,0,"false","false",,,,,0,"rfffrfee",8,28,5,5,1,4,0,1,0,4,"Complejidad excesiva: 56 > 36.",0.327016,"timeout","Tiempo límite agotado aplicando criterio IVNS: 0.05 segundos."
"ivns_A-n65-k9_13","ivns","A-n65-k9",13,5,1,3924,3924,0,"false","false",,,,,0,"rfararffecg",11,34,1,1,1,0,0,1,0,5,"",0.446022,"timeout","Tiempo límite agotado aplicando criterio IVNS: 0.05 segundos."
"ivns_A-n65-k9_13","ivns","A-n65-k9",13,6,1,3924,3924,0,"false","false",,,,,0,"rfrffeg",7,23,3,3,1,2,0,1,0,6,"Complejidad excesiva: 45 > 36.",0.520026,"timeout","Tiempo límite agotado aplicando criterio IVNS: 0.05 segundos."
"ivns_A-n65-k9_13","ivns","A-n65-k9",13,7,1,3924,3924,0,"false","false",,,,,0,"rffffrgeg",9,29,3,3,1,2,0,1,0,7,"Complejidad excesiva: 48 > 36.",0.618031,"timeout","Tiempo límite agotado aplicando criterio IVNS: 0.05 segundos."
"ivns_A-n65-k9_13","ivns","A-n65-k9",13,8,1,3924,3924,0,"false","false",,,,,0,"rfrfferg",8,26,2,2,1,1,0,1,0,8,"Complejidad excesiva: 46 > 36.",0.695034,"timeout","Tiempo límite agotado aplicando criterio IVNS: 0.05 segundos."
"ivns_A-n65-k9_13","ivns","A-n65-k9",13,9,1,3924,3924,0,"false","false",,,,,0,"rfrfe",5,17,4,4,1,3,0,1,0,9,"duplicated-string",0.757037,"timeout","Tiempo límite agotado aplicando criterio IVNS: 0.05 segundos."
"ivns_A-n65-k9_13","ivns","A-n65-k9",13,10,1,3924,3924,0,"false","false",,,,,0,"rffrfeg",7,23,1,1,1,0,0,1,0,10,"",0.834041,"timeout","Tiempo límite agotado aplicando criterio IVNS: 0.05 segundos."
"ivns_A-n65-k9_14","ivns","A-n65-k9",14,1,1,3719,3719,0,"false","false",,,,,0,"rffe",4,14,2,2,1,1,0,1,0,1,"Complejidad excesiva: 42 > 36.",0.063003,"timeout","Tiempo límite agotado aplicando criterio IVNS: 0.05 segundos."
"ivns_A-n65-k9_14","ivns","A-n65-k9",14,2,1,3719,3719,0,"false","false",,,,,0,"rfrffrfee",9,31,1,1,1,0,0,1,0,2,"",0.151006,"timeout","Tiempo límite agotado aplicando criterio IVNS: 0.05 segundos."
"ivns_A-n65-k9_14","ivns","A-n65-k9",14,3,1,3719,3719,0,"false","false",,,,,0,"rfrfrfrge",9,29,1,1,1,0,0,1,0,3,"",0.234010,"timeout","Tiempo límite agotado aplicando criterio IVNS: 0.05 segundos."
"ivns_A-n65-k9_14","ivns","A-n65-k9",14,4,1,3719,3719,0,"false","false",,,,,0,"rffrffee",8,28,2,2,1,1,0,1,0,4,"Complejidad excesiva: 42 > 36.",0.315014,"timeout","Tiempo límite agotado aplicando criterio IVNS: 0.05 segundos."
"ivns_A-n65-k9_14","ivns","A-n65-k9",14,5,1,3719,3719,0,"false","false",,,,,0,"rffafrfebe",10,32,1,1,1,0,0,1,0,5,"",0.444020,"timeout","Tiempo límite agotado aplicando criterio IVNS: 0.05 segundos."
"ivns_A-n65-k9_14","ivns","A-n65-k9",14,6,1,3719,3719,0,"false","false",,,,,0,"rfrfrfeg",8,26,1,1,1,0,0,1,0,6,"",0.520024,"timeout","Tiempo límite agotado aplicando criterio IVNS: 0.05 segundos."
"ivns_A-n65-k9_14","ivns","A-n65-k9",14,7,1,3597,3597,-122,"true","false",,,,,1,"rfg",3,9,2,2,1,1,1,1,1,7,"Complejidad excesiva: 39 > 36.",0.561026,"ok",""
"ivns_A-n65-k9_14","ivns","A-n65-k9",14,8,1,3483,3483,-114,"true","false",,,,,1,"rfg",3,9,1,1,1,0,1,1,1,7,"",0.597029,"ok",""
"ivns_A-n65-k9_14","ivns","A-n65-k9",14,9,1,3483,3483,0,"false","false",,,,,0,"rfrfe",5,17,1,1,1,0,0,1,0,8,"",0.661032,"timeout","Tiempo límite agotado aplicando criterio IVNS: 0.05 segundos."
"ivns_A-n65-k9_14","ivns","A-n65-k9",14,10,1,3483,3483,0,"false","false",,,,,0,"rfrfrgrg",8,24,1,1,1,0,0,1,0,9,"",0.732035,"timeout","Tiempo límite agotado aplicando criterio IVNS: 0.05 segundos."
"ivns_A-n65-k9_15","ivns","A-n65-k9",15,1,1,3825,3825,0,"false","false",,,,,0,"rfffrgrgg",9,27,1,1,1,0,0,1,0,1,"",0.092005,"timeout","Tiempo límite agotado aplicando criterio IVNS: 0.05 segundos."
"ivns_A-n65-k9_15","ivns","A-n65-k9",15,2,1,3825,3825,0,"false","false",,,,,0,"rffrffee",8,28,1,1,1,0,0,1,0,2,"",0.178009,"timeout","Tiempo límite agotado aplicando criterio IVNS: 0.05 segundos."
"ivns_A-n65-k9_15","ivns","A-n65-k9",15,3,1,3678,3678,-147,"true","false",,,,,1,"rfg",3,9,1,1,1,0,1,1,1,3,"",0.207010,"ok",""
"ivns_A-n65-k9_15","ivns","A-n65-k9",15,4,1,3678,3678,0,"false","false",,,,,0,"rfffrfrgeg",10,32,1,1,1,0,0,1,0,4,"",0.323016,"timeout","Tiempo límite agotado aplicando criterio IVNS: 0.05 segundos."
"ivns_A-n65-k9_15","ivns","A-n65-k9",15,5,1,3678,3678,0,"false","false",,,,,0,"rfrg",4,12,1,1,1,0,0,1,0,5,"",0.384018,"timeout","Tiempo límite agotado aplicando criterio IVNS: 0.05 segundos."
"ivns_A-n65-k9_15","ivns","A-n65-k9",15,6,1,3678,3678,0,"false","false",,,,,0,"rfrfrfrfee",10,34,1,1,1,0,0,1,0,6,"",0.469022,"timeout","Tiempo límite agotado aplicando criterio IVNS: 0.05 segundos."
"ivns_A-n65-k9_15","ivns","A-n65-k9",15,7,1,3678,3678,0,"false","false",,,,,0,"rffrfrfee",9,31,1,1,1,0,0,1,0,7,"",0.564027,"timeout","Tiempo límite agotado aplicando criterio IVNS: 0.05 segundos."
"ivns_A-n65-k9_15","ivns","A-n65-k9",15,8,1,3678,3678,0,"false","false",,,,,0,"rarfffrgeb",10,30,1,1,1,0,0,1,0,8,"",0.677032,"timeout","Tiempo límite agotado aplicando criterio IVNS: 0.05 segundos."
"ivns_A-n65-k9_15","ivns","A-n65-k9",15,9,1,3678,3678,0,"false","false",,,,,0,"rffffferge",10,34,4,4,1,3,0,1,0,9,"Complejidad excesiva: 39 > 36.",0.801038,"timeout","Tiempo límite agotado aplicando criterio IVNS: 0.05 segundos."
